Country,Week,Year,Confirmed,Deaths,Recovered,Detected_FluCases,Quarter
Hungary,17,2021,781299.0,27701.0,517026.0,0,2
Iceland,17,2021,6472.0,29.0,6253.0,0,2
Ireland,17,2021,249437.0,4906.0,23364.0,0,2
Israel,17,2021,838481.0,6363.0,830625.0,0,2
Kazakhstan,17,2021,378441.0,3341.0,330234.0,0,2
Kosovo,17,2021,103638.0,2134.0,91211.0,0,2
Kyrgyzstan,17,2021,95752.0,1612.0,89461.0,0,2
Latvia,17,2021,119370.0,2139.0,108949.0,0,2
Lithuania,17,2021,248655.0,3937.0,224649.0,0,2
Luxembourg,17,2021,67205.0,796.0,63661.0,0,2
Macedonia,17,2021,152581.0,4891.0,133070.0,0,2
Malta,17,2021,30307.0,415.0,29622.0,0,2
Moldova,17,2021,251160.0,5826.0,240393.0,0,2
Montenegro,17,2021,97517.0,1502.0,93701.0,0,2
Netherlands,17,2021,1528753.0,17421.0,25784.0,1,2
Norway,17,2021,113259.0,756.0,17998.0,0,2
Poland,17,2021,2798617.0,67924.0,2510858.0,0,2
Portugal,17,2021,836947.0,16976.0,796477.0,0,2
Romania,17,2021,1056572.0,28194.0,992605.0,0,2
Russia,17,2021,4759902.0,108675.0,4385973.0,0,2
Serbia,17,2021,690931.0,6386.0,0.0,0,2
Slovakia,17,2021,382720.0,11732.0,255300.0,0,2
Slovenia,17,2021,241309.0,4258.0,227411.0,0,2
Spain,17,2021,3524077.0,78216.0,150376.0,1,2
Sweden,17,2021,973604.0,14048.0,0.0,0,2
Switzerland,17,2021,659974.0,10633.0,317600.0,0,2
Tajikistan,17,2021,13308.0,90.0,13218.0,0,2
Ukraine,17,2021,2132742.0,46281.0,1721091.0,0,2
United Kingdom,17,2021,4434157.0,127782.0,14684.0,2,2
United Kingdom,17,2021,4434157.0,127782.0,14684.0,0,2
United Kingdom,17,2021,4434157.0,127782.0,14684.0,1,2
Uzbekistan,17,2021,91250.0,650.0,87313.0,0,2
Belarus,18,2016,0.0,0.0,0.0,4,2
Czechia,18,2016,0.0,0.0,0.0,2,2
Denmark,18,2016,0.0,0.0,0.0,25,2
Estonia,18,2016,0.0,0.0,0.0,9,2
Finland,18,2016,0.0,0.0,0.0,0,2
France,18,2016,0.0,0.0,0.0,53,2
Germany,18,2016,0.0,0.0,0.0,2,2
Hungary,18,2016,0.0,0.0,0.0,1,2
Iceland,18,2016,0.0,0.0,0.0,4,2
Ireland,18,2016,0.0,0.0,0.0,15,2
Kazakhstan,18,2016,0.0,0.0,0.0,0,2
Latvia,18,2016,0.0,0.0,0.0,16,2
Moldova,18,2016,0.0,0.0,0.0,0,2
Netherlands,18,2016,0.0,0.0,0.0,11,2
Norway,18,2016,0.0,0.0,0.0,177,2
Poland,18,2016,0.0,0.0,0.0,1,2
Portugal,18,2016,0.0,0.0,0.0,17,2
Romania,18,2016,0.0,0.0,0.0,1,2
Russia,18,2016,0.0,0.0,0.0,117,2
Serbia,18,2016,0.0,0.0,0.0,1,2
Slovakia,18,2016,0.0,0.0,0.0,3,2
Slovenia,18,2016,0.0,0.0,0.0,8,2
Spain,18,2016,0.0,0.0,0.0,43,2
Sweden,18,2016,0.0,0.0,0.0,60,2
Turkey,18,2016,0.0,0.0,0.0,8,2
Ukraine,18,2016,0.0,0.0,0.0,1,2
United Kingdom,18,2016,0.0,0.0,0.0,157,2
United Kingdom,18,2016,0.0,0.0,0.0,14,2
United Kingdom,18,2016,0.0,0.0,0.0,93,2
United Kingdom,18,2016,0.0,0.0,0.0,7,2
Belarus,18,2017,0.0,0.0,0.0,0,2
Cyprus,18,2017,0.0,0.0,0.0,1,2
Czechia,18,2017,0.0,0.0,0.0,0,2
Denmark,18,2017,0.0,0.0,0.0,11,2
Estonia,18,2017,0.0,0.0,0.0,3,2
Finland,18,2017,0.0,0.0,0.0,1,2
Georgia,18,2017,0.0,0.0,0.0,1,2
Germany,18,2017,0.0,0.0,0.0,0,2
Iceland,18,2017,0.0,0.0,0.0,16,2
Latvia,18,2017,0.0,0.0,0.0,7,2
Malta,18,2017,0.0,0.0,0.0,2,2
Moldova,18,2017,0.0,0.0,0.0,0,2
Netherlands,18,2017,0.0,0.0,0.0,9,2
Norway,18,2017,0.0,0.0,0.0,188,2
Poland,18,2017,0.0,0.0,0.0,0,2
Portugal,18,2017,0.0,0.0,0.0,0,2
Romania,18,2017,0.0,0.0,0.0,2,2
Russia,18,2017,0.0,0.0,0.0,129,2
Slovakia,18,2017,0.0,0.0,0.0,1,2
Slovenia,18,2017,0.0,0.0,0.0,0,2
Spain,18,2017,0.0,0.0,0.0,5,2
Sweden,18,2017,0.0,0.0,0.0,92,2
Turkey,18,2017,0.0,0.0,0.0,3,2
Ukraine,18,2017,0.0,0.0,0.0,11,2
United Kingdom,18,2017,0.0,0.0,0.0,36,2
United Kingdom,18,2017,0.0,0.0,0.0,21,2
United Kingdom,18,2017,0.0,0.0,0.0,127,2
United Kingdom,18,2017,0.0,0.0,0.0,2,2
Uzbekistan,18,2017,0.0,0.0,0.0,0,2
Belarus,18,2018,0.0,0.0,0.0,2,2
Croatia,18,2018,0.0,0.0,0.0,3,2
Cyprus,18,2018,0.0,0.0,0.0,1,2
Czechia,18,2018,0.0,0.0,0.0,1,2
Denmark,18,2018,0.0,0.0,0.0,23,2
Estonia,18,2018,0.0,0.0,0.0,49,2
Finland,18,2018,0.0,0.0,0.0,0,2
France,18,2018,0.0,0.0,0.0,26,2
Germany,18,2018,0.0,0.0,0.0,0,2
Greece,18,2018,0.0,0.0,0.0,3,2
Iceland,18,2018,0.0,0.0,0.0,7,2
Ireland,18,2018,0.0,0.0,0.0,17,2
Israel,18,2018,0.0,0.0,0.0,8,2
Kazakhstan,18,2018,0.0,0.0,0.0,0,2
Kosovo,18,2018,0.0,0.0,0.0,0,2
Latvia,18,2018,0.0,0.0,0.0,27,2
Malta,18,2018,0.0,0.0,0.0,1,2
Moldova,18,2018,0.0,0.0,0.0,0,2
Montenegro,18,2018,0.0,0.0,0.0,0,2
Netherlands,18,2018,0.0,0.0,0.0,5,2
Norway,18,2018,0.0,0.0,0.0,126,2
Poland,18,2018,0.0,0.0,0.0,4,2
Portugal,18,2018,0.0,0.0,0.0,2,2
Russia,18,2018,0.0,0.0,0.0,277,2
Slovenia,18,2018,0.0,0.0,0.0,4,2
Spain,18,2018,0.0,0.0,0.0,25,2
Sweden,18,2018,0.0,0.0,0.0,86,2
Tajikistan,18,2018,0.0,0.0,0.0,0,2
Turkey,18,2018,0.0,0.0,0.0,2,2
Ukraine,18,2018,0.0,0.0,0.0,13,2
United Kingdom,18,2018,0.0,0.0,0.0,68,2
United Kingdom,18,2018,0.0,0.0,0.0,2,2
United Kingdom,18,2018,0.0,0.0,0.0,27,2
United Kingdom,18,2018,0.0,0.0,0.0,4,2
Uzbekistan,18,2018,0.0,0.0,0.0,0,2
Austria,18,2019,0.0,0.0,0.0,1,2
Belarus,18,2019,0.0,0.0,0.0,0,2
Czechia,18,2019,0.0,0.0,0.0,0,2
Denmark,18,2019,0.0,0.0,0.0,21,2
Estonia,18,2019,0.0,0.0,0.0,10,2
Finland,18,2019,0.0,0.0,0.0,0,2
Germany,18,2019,0.0,0.0,0.0,0,2
Hungary,18,2019,0.0,0.0,0.0,1,2
Iceland,18,2019,0.0,0.0,0.0,2,2
Ireland,18,2019,0.0,0.0,0.0,12,2
Israel,18,2019,0.0,0.0,0.0,3,2
Kazakhstan,18,2019,0.0,0.0,0.0,0,2
Latvia,18,2019,0.0,0.0,0.0,7,2
Macedonia,18,2019,0.0,0.0,0.0,0,2
Moldova,18,2019,0.0,0.0,0.0,0,2
Montenegro,18,2019,0.0,0.0,0.0,0,2
Netherlands,18,2019,0.0,0.0,0.0,24,2
Norway,18,2019,0.0,0.0,0.0,145,2
Poland,18,2019,0.0,0.0,0.0,2,2
Portugal,18,2019,0.0,0.0,0.0,11,2
Russia,18,2019,0.0,0.0,0.0,34,2
Serbia,18,2019,0.0,0.0,0.0,0,2
Slovakia,18,2019,0.0,0.0,0.0,3,2
Slovenia,18,2019,0.0,0.0,0.0,3,2
Spain,18,2019,0.0,0.0,0.0,18,2
Sweden,18,2019,0.0,0.0,0.0,154,2
Switzerland,18,2019,0.0,0.0,0.0,10,2
Turkey,18,2019,0.0,0.0,0.0,2,2
United Kingdom,18,2019,0.0,0.0,0.0,195,2
United Kingdom,18,2019,0.0,0.0,0.0,13,2
United Kingdom,18,2019,0.0,0.0,0.0,15,2
United Kingdom,18,2019,0.0,0.0,0.0,21,2
Uzbekistan,18,2019,0.0,0.0,0.0,0,2
Denmark,18,2020,9605.0,475.0,7084.0,0,2
Finland,18,2020,5176.0,220.0,3000.0,0,2
France,18,2020,170179.0,24763.0,51124.0,0,2
Germany,18,2020,164967.0,6812.0,129000.0,0,2
Greece,18,2020,2620.0,143.0,1374.0,0,2
Ireland,18,2020,21176.0,1286.0,13386.0,0,2
Kazakhstan,18,2020,3857.0,25.0,985.0,0,2
Latvia,18,2020,871.0,16.0,348.0,0,2
Moldova,18,2020,4052.0,124.0,1334.0,0,2
Norway,18,2020,7809.0,211.0,32.0,4,2
Poland,18,2020,13375.0,664.0,3762.0,0,2
Portugal,18,2020,25351.0,1023.0,1671.0,0,2
Russia,18,2020,124054.0,1222.0,15013.0,9,2
Slovenia,18,2020,1439.0,94.0,239.0,0,2
Spain,18,2020,236899.0,25100.0,132929.0,0,2
Sweden,18,2020,22082.0,2669.0,1005.0,5,2
United Kingdom,18,2020,183500.0,28205.0,896.0,1,2
United Kingdom,18,2020,183500.0,28205.0,896.0,0,2
United Kingdom,18,2020,183500.0,28205.0,896.0,2,2
United Kingdom,18,2020,183500.0,28205.0,896.0,0,2
Albania,18,2021,131666.0,2411.0,116126.0,0,2
Armenia,18,2021,219092.0,4225.0,204121.0,0,2
Azerbaijan,18,2021,326056.0,4666.0,304580.0,0,2
Belarus,18,2021,367674.0,2622.0,358261.0,0,2
Belgium,18,2021,1014351.0,24511.0,0.0,0,2
Bosnia and Herzegovina,18,2021,200693.0,8790.0,164717.0,0,2
Bulgaria,18,2021,409961.0,16902.0,348185.0,0,2
Croatia,18,2021,343829.0,7424.0,325700.0,0,2
Czechia,18,2021,1644335.0,29647.0,1575399.0,0,2
Denmark,18,2021,258881.0,2498.0,245691.0,1,2
Estonia,18,2021,124901.0,1195.0,115699.0,0,2
Finland,18,2021,88561.0,922.0,46000.0,0,2
France,18,2021,5829166.0,106438.0,371076.0,1,2
Georgia,18,2021,320830.0,4263.0,299500.0,0,2
Germany,18,2021,3530887.0,84789.0,3160630.0,0,2
Greece,18,2021,360577.0,10978.0,93764.0,0,2
Hungary,18,2021,790564.0,28504.0,561119.0,0,2
Iceland,18,2021,6506.0,29.0,6347.0,0,2
Ireland,18,2021,252303.0,4921.0,23364.0,0,2
Israel,18,2021,838886.0,6376.0,831432.0,0,2
Kazakhstan,18,2021,396130.0,3371.0,349508.0,0,2
Kosovo,18,2021,105784.0,2207.0,96841.0,0,2
Latvia,18,2021,123331.0,2208.0,112150.0,0,2
Lithuania,18,2021,256906.0,4024.0,231841.0,0,2
Luxembourg,18,2021,68153.0,801.0,64943.0,0,2
Macedonia,18,2021,153891.0,5079.0,137664.0,0,2
Malta,18,2021,30438.0,417.0,29774.0,0,2
Moldova,18,2021,252604.0,5943.0,243195.0,0,2
Montenegro,18,2021,98237.0,1536.0,94803.0,0,2
Netherlands,18,2021,1580300.0,17578.0,26245.0,0,2
Norway,18,2021,116134.0,767.0,17998.0,0,2
Poland,18,2021,2829196.0,69866.0,2563079.0,0,2
Portugal,18,2021,839258.0,16991.0,800007.0,0,2
Romania,18,2021,1065254.0,28903.0,1011694.0,0,2
Russia,18,2021,4816331.0,111097.0,4437289.0,2,2
Serbia,18,2021,698518.0,6519.0,0.0,0,2
Slovakia,18,2021,385395.0,11990.0,255300.0,0,2
Slovenia,18,2021,245793.0,4286.0,232389.0,0,2
Spain,18,2021,3567408.0,78792.0,150376.0,0,2
Sweden,18,2021,1007792.0,14173.0,0.0,0,2
Switzerland,18,2021,670613.0,10704.0,317600.0,0,2
Tajikistan,18,2021,13308.0,90.0,13218.0,0,2
Ukraine,18,2021,2169650.0,48095.0,1801896.0,0,2
United Kingdom,18,2021,4448808.0,127863.0,15011.0,7,2
United Kingdom,18,2021,4448808.0,127863.0,15011.0,0,2
United Kingdom,18,2021,4448808.0,127863.0,15011.0,2,2
Uzbekistan,18,2021,93978.0,662.0,89703.0,0,2
Azerbaijan,19,2016,0.0,0.0,0.0,0,2
Belarus,19,2016,0.0,0.0,0.0,3,2
Croatia,19,2016,0.0,0.0,0.0,41,2
Czechia,19,2016,0.0,0.0,0.0,0,2
Denmark,19,2016,0.0,0.0,0.0,22,2
Estonia,19,2016,0.0,0.0,0.0,2,2
Finland,19,2016,0.0,0.0,0.0,0,2
France,19,2016,0.0,0.0,0.0,26,2
Germany,19,2016,0.0,0.0,0.0,4,2
Greece,19,2016,0.0,0.0,0.0,1,2
Iceland,19,2016,0.0,0.0,0.0,2,2
Ireland,19,2016,0.0,0.0,0.0,11,2
Kosovo,19,2016,0.0,0.0,0.0,0,2
Latvia,19,2016,0.0,0.0,0.0,35,2
Moldova,19,2016,0.0,0.0,0.0,0,2
Netherlands,19,2016,0.0,0.0,0.0,13,2
Norway,19,2016,0.0,0.0,0.0,162,2
Poland,19,2016,0.0,0.0,0.0,2,2
Portugal,19,2016,0.0,0.0,0.0,20,2
Romania,19,2016,0.0,0.0,0.0,3,2
Russia,19,2016,0.0,0.0,0.0,113,2
Slovakia,19,2016,0.0,0.0,0.0,2,2
Slovenia,19,2016,0.0,0.0,0.0,5,2
Spain,19,2016,0.0,0.0,0.0,38,2
Sweden,19,2016,0.0,0.0,0.0,38,2
Turkey,19,2016,0.0,0.0,0.0,2,2
Ukraine,19,2016,0.0,0.0,0.0,2,2
United Kingdom,19,2016,0.0,0.0,0.0,110,2
United Kingdom,19,2016,0.0,0.0,0.0,12,2
United Kingdom,19,2016,0.0,0.0,0.0,58,2
United Kingdom,19,2016,0.0,0.0,0.0,7,2
Uzbekistan,19,2016,0.0,0.0,0.0,0,2
Azerbaijan,19,2017,0.0,0.0,0.0,0,2
Cyprus,19,2017,0.0,0.0,0.0,1,2
Czechia,19,2017,0.0,0.0,0.0,0,2
Denmark,19,2017,0.0,0.0,0.0,8,2
Estonia,19,2017,0.0,0.0,0.0,3,2
Finland,19,2017,0.0,0.0,0.0,2,2
Germany,19,2017,0.0,0.0,0.0,0,2
Greece,19,2017,0.0,0.0,0.0,1,2
Iceland,19,2017,0.0,0.0,0.0,5,2
Latvia,19,2017,0.0,0.0,0.0,11,2
Malta,19,2017,0.0,0.0,0.0,4,2
Moldova,19,2017,0.0,0.0,0.0,0,2
Netherlands,19,2017,0.0,0.0,0.0,3,2
Norway,19,2017,0.0,0.0,0.0,299,2
Poland,19,2017,0.0,0.0,0.0,0,2
Portugal,19,2017,0.0,0.0,0.0,1,2
Russia,19,2017,0.0,0.0,0.0,66,2
Slovenia,19,2017,0.0,0.0,0.0,0,2
Spain,19,2017,0.0,0.0,0.0,3,2
Sweden,19,2017,0.0,0.0,0.0,97,2
Turkey,19,2017,0.0,0.0,0.0,0,2
Ukraine,19,2017,0.0,0.0,0.0,11,2
United Kingdom,19,2017,0.0,0.0,0.0,36,2
United Kingdom,19,2017,0.0,0.0,0.0,28,2
United Kingdom,19,2017,0.0,0.0,0.0,141,2
United Kingdom,19,2017,0.0,0.0,0.0,9,2
Uzbekistan,19,2017,0.0,0.0,0.0,0,2
Belarus,19,2018,0.0,0.0,0.0,0,2
Cyprus,19,2018,0.0,0.0,0.0,0,2
Czechia,19,2018,0.0,0.0,0.0,0,2
Denmark,19,2018,0.0,0.0,0.0,11,2
Estonia,19,2018,0.0,0.0,0.0,17,2
Finland,19,2018,0.0,0.0,0.0,0,2
France,19,2018,0.0,0.0,0.0,7,2
Germany,19,2018,0.0,0.0,0.0,0,2
Greece,19,2018,0.0,0.0,0.0,0,2
Hungary,19,2018,0.0,0.0,0.0,1,2
Iceland,19,2018,0.0,0.0,0.0,5,2
Ireland,19,2018,0.0,0.0,0.0,6,2
Israel,19,2018,0.0,0.0,0.0,1,2
Kazakhstan,19,2018,0.0,0.0,0.0,0,2
Latvia,19,2018,0.0,0.0,0.0,11,2
Macedonia,19,2018,0.0,0.0,0.0,0,2
Malta,19,2018,0.0,0.0,0.0,4,2
Moldova,19,2018,0.0,0.0,0.0,0,2
Netherlands,19,2018,0.0,0.0,0.0,3,2
Norway,19,2018,0.0,0.0,0.0,64,2
Poland,19,2018,0.0,0.0,0.0,0,2
Portugal,19,2018,0.0,0.0,0.0,2,2
Russia,19,2018,0.0,0.0,0.0,235,2
Serbia,19,2018,0.0,0.0,0.0,0,2
Slovakia,19,2018,0.0,0.0,0.0,2,2
Slovenia,19,2018,0.0,0.0,0.0,0,2
Spain,19,2018,0.0,0.0,0.0,18,2
Sweden,19,2018,0.0,0.0,0.0,58,2
Tajikistan,19,2018,0.0,0.0,0.0,0,2
Turkey,19,2018,0.0,0.0,0.0,3,2
Ukraine,19,2018,0.0,0.0,0.0,5,2
United Kingdom,19,2018,0.0,0.0,0.0,61,2
United Kingdom,19,2018,0.0,0.0,0.0,0,2
United Kingdom,19,2018,0.0,0.0,0.0,12,2
United Kingdom,19,2018,0.0,0.0,0.0,13,2
Uzbekistan,19,2018,0.0,0.0,0.0,0,2
Austria,19,2019,0.0,0.0,0.0,2,2
Azerbaijan,19,2019,0.0,0.0,0.0,0,2
Czechia,19,2019,0.0,0.0,0.0,0,2
Denmark,19,2019,0.0,0.0,0.0,27,2
Estonia,19,2019,0.0,0.0,0.0,1,2
Finland,19,2019,0.0,0.0,0.0,1,2
Germany,19,2019,0.0,0.0,0.0,0,2
Greece,19,2019,0.0,0.0,0.0,3,2
Iceland,19,2019,0.0,0.0,0.0,6,2
Ireland,19,2019,0.0,0.0,0.0,7,2
Israel,19,2019,0.0,0.0,0.0,1,2
Kazakhstan,19,2019,0.0,0.0,0.0,0,2
Latvia,19,2019,0.0,0.0,0.0,6,2
Macedonia,19,2019,0.0,0.0,0.0,0,2
Moldova,19,2019,0.0,0.0,0.0,0,2
Montenegro,19,2019,0.0,0.0,0.0,0,2
Netherlands,19,2019,0.0,0.0,0.0,13,2
Norway,19,2019,0.0,0.0,0.0,100,2
Poland,19,2019,0.0,0.0,0.0,1,2
Portugal,19,2019,0.0,0.0,0.0,3,2
Russia,19,2019,0.0,0.0,0.0,44,2
Serbia,19,2019,0.0,0.0,0.0,0,2
Slovenia,19,2019,0.0,0.0,0.0,2,2
Spain,19,2019,0.0,0.0,0.0,15,2
Sweden,19,2019,0.0,0.0,0.0,90,2
Switzerland,19,2019,0.0,0.0,0.0,10,2
Turkey,19,2019,0.0,0.0,0.0,11,2
Ukraine,19,2019,0.0,0.0,0.0,3,2
United Kingdom,19,2019,0.0,0.0,0.0,92,2
United Kingdom,19,2019,0.0,0.0,0.0,3,2
United Kingdom,19,2019,0.0,0.0,0.0,11,2
United Kingdom,19,2019,0.0,0.0,0.0,16,2
Uzbekistan,19,2019,0.0,0.0,0.0,0,2
Denmark,19,2020,10517.0,526.0,8291.0,0,2
Estonia,19,2020,1733.0,60.0,747.0,0,2
Finland,19,2020,5880.0,265.0,4000.0,0,2
France,19,2020,178156.0,26313.0,56148.0,0,2
Germany,19,2020,171324.0,7549.0,143300.0,0,2
Ireland,19,2020,22760.0,1446.0,17110.0,0,2
Kazakhstan,19,2020,4975.0,31.0,1776.0,0,2
Latvia,19,2020,930.0,18.0,464.0,0,2
Moldova,19,2020,4867.0,161.0,1925.0,0,2
Norway,19,2020,8099.0,219.0,32.0,2,2
Poland,19,2020,15651.0,785.0,5437.0,0,2
Portugal,19,2020,27406.0,1126.0,2499.0,0,2
Russia,19,2020,198676.0,1827.0,31916.0,5,2
Slovenia,19,2020,1454.0,101.0,255.0,0,2
Spain,19,2020,223578.0,26478.0,133952.0,2,2
Sweden,19,2020,25921.0,3220.0,4971.0,0,2
United Kingdom,19,2020,216525.0,31662.0,1001.0,0,2
United Kingdom,19,2020,216525.0,31662.0,1001.0,0,2
United Kingdom,19,2020,216525.0,31662.0,1001.0,0,2
United Kingdom,19,2020,216525.0,31662.0,1001.0,0,2
Albania,19,2021,131978.0,2429.0,123081.0,0,2
Armenia,19,2021,220729.0,4314.0,208100.0,0,2
Azerbaijan,19,2021,329371.0,4768.0,313778.0,0,2
Belarus,19,2021,374714.0,2691.0,365255.0,0,2
Belgium,19,2021,1030071.0,24686.0,0.0,0,2
Bosnia and Herzegovina,19,2021,202143.0,8981.0,168549.0,0,2
Bulgaria,19,2021,414041.0,17250.0,362327.0,0,2
Czechia,19,2021,1652238.0,29886.0,1592219.0,0,2
Denmark,19,2021,266240.0,2503.0,250951.0,1,2
Estonia,19,2021,126922.0,1220.0,118553.0,0,2
Finland,19,2021,89878.0,931.0,46000.0,0,2
France,19,2021,5925071.0,107696.0,378643.0,0,2
Georgia,19,2021,329407.0,4426.0,307918.0,0,2
Germany,19,2021,3595872.0,86100.0,3292700.0,0,2
Greece,19,2021,375831.0,11365.0,93764.0,0,2
Hungary,19,2021,797429.0,29114.0,618608.0,0,2
Iceland,19,2021,6537.0,29.0,6445.0,0,2
Ireland,19,2021,254870.0,4941.0,23364.0,0,2
Israel,19,2021,839118.0,6381.0,831929.0,0,2
Kazakhstan,19,2021,412236.0,3394.0,368703.0,0,2
Kosovo,19,2021,106243.0,2222.0,98323.0,0,2
Latvia,19,2021,127597.0,2257.0,116427.0,0,2
Lithuania,19,2021,264724.0,4088.0,239702.0,0,2
Luxembourg,19,2021,68922.0,806.0,66183.0,0,2
Macedonia,19,2021,154636.0,5197.0,145606.0,0,2
Malta,19,2021,30478.0,417.0,29884.0,0,2
Moldova,19,2021,253736.0,6016.0,244664.0,0,2
Montenegro,19,2021,98778.0,1560.0,95801.0,0,2
Netherlands,19,2021,1620702.0,17703.0,26495.0,0,2
Norway,19,2021,119052.0,774.0,17998.0,2,2
Poland,19,2021,2851911.0,71609.0,2595635.0,0,2
Portugal,19,2021,841848.0,17006.0,802671.0,0,2
Romania,19,2021,1071334.0,29485.0,1023822.0,0,2
Russia,19,2021,4875308.0,113541.0,4495406.0,0,2
Serbia,19,2021,705890.0,6664.0,0.0,0,2
Slovakia,19,2021,387420.0,12203.0,255300.0,0,2
Slovenia,19,2021,249014.0,4320.0,237061.0,0,2
Spain,19,2021,3604799.0,79339.0,150376.0,0,2
Sweden,19,2021,1037126.0,14275.0,0.0,0,2
Switzerland,19,2021,679510.0,10730.0,317600.0,0,2
Tajikistan,19,2021,13308.0,90.0,13218.0,0,2
Ukraine,19,2021,2206627.0,49881.0,1901897.0,0,2
United Kingdom,19,2021,4464663.0,127937.0,15254.0,14,2
United Kingdom,19,2021,4464663.0,127937.0,15254.0,0,2
United Kingdom,19,2021,4464663.0,127937.0,15254.0,1,2
Uzbekistan,19,2021,96368.0,667.0,91831.0,0,2
Azerbaijan,20,2016,0.0,0.0,0.0,0,2
Belarus,20,2016,0.0,0.0,0.0,0,2
Croatia,20,2016,0.0,0.0,0.0,8,2
Denmark,20,2016,0.0,0.0,0.0,7,2
Estonia,20,2016,0.0,0.0,0.0,2,2
Finland,20,2016,0.0,0.0,0.0,0,2
France,20,2016,0.0,0.0,0.0,11,2
Germany,20,2016,0.0,0.0,0.0,0,2
Greece,20,2016,0.0,0.0,0.0,1,2
Iceland,20,2016,0.0,0.0,0.0,3,2
Ireland,20,2016,0.0,0.0,0.0,4,2
Kazakhstan,20,2016,0.0,0.0,0.0,0,2
Latvia,20,2016,0.0,0.0,0.0,21,2
Lithuania,20,2016,0.0,0.0,0.0,1,2
Moldova,20,2016,0.0,0.0,0.0,0,2
Netherlands,20,2016,0.0,0.0,0.0,7,2
Norway,20,2016,0.0,0.0,0.0,75,2
Poland,20,2016,0.0,0.0,0.0,0,2
Portugal,20,2016,0.0,0.0,0.0,23,2
Russia,20,2016,0.0,0.0,0.0,112,2
Slovakia,20,2016,0.0,0.0,0.0,5,2
Slovenia,20,2016,0.0,0.0,0.0,7,2
Spain,20,2016,0.0,0.0,0.0,22,2
Sweden,20,2016,0.0,0.0,0.0,33,2
Turkey,20,2016,0.0,0.0,0.0,1,2
Ukraine,20,2016,0.0,0.0,0.0,1,2
United Kingdom,20,2016,0.0,0.0,0.0,63,2
United Kingdom,20,2016,0.0,0.0,0.0,4,2
United Kingdom,20,2016,0.0,0.0,0.0,43,2
United Kingdom,20,2016,0.0,0.0,0.0,5,2
Uzbekistan,20,2016,0.0,0.0,0.0,0,2
Azerbaijan,20,2017,0.0,0.0,0.0,0,2
Belarus,20,2017,0.0,0.0,0.0,0,2
Croatia,20,2017,0.0,0.0,0.0,2,2
Cyprus,20,2017,0.0,0.0,0.0,0,2
Czechia,20,2017,0.0,0.0,0.0,3,2
Denmark,20,2017,0.0,0.0,0.0,11,2
Estonia,20,2017,0.0,0.0,0.0,14,2
Finland,20,2017,0.0,0.0,0.0,0,2
Georgia,20,2017,0.0,0.0,0.0,1,2
Germany,20,2017,0.0,0.0,0.0,4,2
Iceland,20,2017,0.0,0.0,0.0,5,2
Latvia,20,2017,0.0,0.0,0.0,17,2
Lithuania,20,2017,0.0,0.0,0.0,1,2
Macedonia,20,2017,0.0,0.0,0.0,1,2
Malta,20,2017,0.0,0.0,0.0,1,2
Moldova,20,2017,0.0,0.0,0.0,0,2
Norway,20,2017,0.0,0.0,0.0,289,2
Poland,20,2017,0.0,0.0,0.0,0,2
Portugal,20,2017,0.0,0.0,0.0,0,2
Romania,20,2017,0.0,0.0,0.0,1,2
Russia,20,2017,0.0,0.0,0.0,45,2
Slovenia,20,2017,0.0,0.0,0.0,1,2
Spain,20,2017,0.0,0.0,0.0,1,2
Sweden,20,2017,0.0,0.0,0.0,99,2
Turkey,20,2017,0.0,0.0,0.0,4,2
Ukraine,20,2017,0.0,0.0,0.0,6,2
United Kingdom,20,2017,0.0,0.0,0.0,49,2
United Kingdom,20,2017,0.0,0.0,0.0,16,2
United Kingdom,20,2017,0.0,0.0,0.0,81,2
United Kingdom,20,2017,0.0,0.0,0.0,2,2
Uzbekistan,20,2017,0.0,0.0,0.0,0,2
Azerbaijan,20,2018,0.0,0.0,0.0,0,2
Belarus,20,2018,0.0,0.0,0.0,1,2
Cyprus,20,2018,0.0,0.0,0.0,0,2
Czechia,20,2018,0.0,0.0,0.0,1,2
Denmark,20,2018,0.0,0.0,0.0,9,2
Estonia,20,2018,0.0,0.0,0.0,8,2
Finland,20,2018,0.0,0.0,0.0,0,2
France,20,2018,0.0,0.0,0.0,2,2
Germany,20,2018,0.0,0.0,0.0,0,2
Hungary,20,2018,0.0,0.0,0.0,1,2
Iceland,20,2018,0.0,0.0,0.0,9,2
Ireland,20,2018,0.0,0.0,0.0,5,2
Israel,20,2018,0.0,0.0,0.0,2,2
Kazakhstan,20,2018,0.0,0.0,0.0,0,2
Latvia,20,2018,0.0,0.0,0.0,1,2
Macedonia,20,2018,0.0,0.0,0.0,0,2
Moldova,20,2018,0.0,0.0,0.0,0,2
Montenegro,20,2018,0.0,0.0,0.0,0,2
Netherlands,20,2018,0.0,0.0,0.0,1,2
Norway,20,2018,0.0,0.0,0.0,49,2
Poland,20,2018,0.0,0.0,0.0,1,2
Portugal,20,2018,0.0,0.0,0.0,0,2
Russia,20,2018,0.0,0.0,0.0,188,2
Serbia,20,2018,0.0,0.0,0.0,0,2
Slovakia,20,2018,0.0,0.0,0.0,1,2
Slovenia,20,2018,0.0,0.0,0.0,0,2
Spain,20,2018,0.0,0.0,0.0,18,2
Sweden,20,2018,0.0,0.0,0.0,13,2
Tajikistan,20,2018,0.0,0.0,0.0,0,2
